평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),오 존,이산화질소,일산화탄소,아황산가스
10.0,13.5,7.7,80.0,0.0,1.8,4.0,290.0,0.006,0.036,0.6,0.004
11.6,17.7,6.6,72.4,0.0,1.6,4.1,70.0,0.006,0.037,0.7,0.004
14.5,21.0,10.2,63.5,0.0,2.8,4.5,70.0,0.013,0.026,0.5,0.004
11.5,13.1,10.5,83.8,22.5,4.0,5.9,70.0,0.011,0.028,0.4,0.003
12.8,14.2,11.0,97.3,3.5,1.4,3.9,70.0,0.009,0.033,0.4,0.003
13.4,17.2,10.6,84.5,0.0,1.8,3.9,270.0,0.006,0.036,0.6,0.004
12.2,14.0,10.7,85.1,5.5,2.8,5.1,70.0,0.004,0.031,0.5,0.004
13.9,19.3,11.0,69.6,0.0,1.8,4.6,290.0,0.01,0.03,0.6,0.004
10.4,12.6,8.4,70.6,5.5,5.1,7.2,70.0,0.016,0.017,0.4,0.003
8.9,10.8,6.7,72.8,0.0,2.6,5.2,70.0,0.009,0.023,0.4,0.003
9.8,14.4,7.1,72.6,0.0,1.5,4.5,320.0,0.006,0.034,0.6,0.004
9.2,15.4,5.0,55.9,0.0,1.8,4.6,290.0,0.007,0.04,0.8,0.005
10.2,15.7,5.9,66.5,3.5,2.4,5.9,70.0,0.011,0.025,0.5,0.005
8.5,11.0,6.5,80.9,6.5,3.3,5.7,70.0,0.014,0.018,0.3,0.003
5.6,8.8,2.7,69.5,0.5,3.1,5.7,70.0,0.011,0.021,0.5,0.004
2.4,5.3,0.9,86.8,11.0,2.7,5.5,70.0,0.011,0.023,0.4,0.003
-2.7,0.9,-4.8,63.8,0.0,3.7,6.2,290.0,0.018,0.015,0.4,0.004
-2.8,2.0,-7.3,59.1,0.0,2.6,5.8,290.0,0.013,0.026,0.5,0.004
0.1,2.6,-2.7,70.8,0.1,2.1,3.8,50.0,0.006,0.037,0.6,0.004
2.5,3.9,1.0,87.9,3.0,3.3,4.7,70.0,0.005,0.031,0.6,0.003
4.1,8.5,0.9,69.1,0.0,2.0,4.3,290.0,0.006,0.038,0.7,0.004
4.0,10.4,-1.3,57.8,0.0,1.9,3.8,70.0,0.004,0.041,0.8,0.004
6.0,8.5,2.9,71.4,13.5,3.2,7.0,290.0,0.005,0.04,0.8,0.005
-0.7,3.3,-3.2,79.3,7.1,4.1,8.0,320.0,0.012,0.019,0.4,0.003
-0.4,3.1,-4.4,63.9,0.0,2.8,5.3,320.0,0.011,0.028,0.5,0.004
3.4,7.2,0.6,51.4,0.0,3.1,6.7,290.0,0.01,0.037,0.7,0.005
1.3,7.8,-2.0,46.4,0.0,1.2,3.1,340.0,0.009,0.035,0.6,0.005
1.9,6.7,-3.4,51.1,0.0,1.8,4.3,290.0,0.003,0.047,0.8,0.004
2.9,9.6,-1.4,55.9,0.0,1.3,2.6,250.0,0.003,0.068,1.1,0.006
5.0,10.9,-0.8,57.4,0.0,2.3,3.8,70.0,0.003,0.055,0.9,0.005
7.8,9.2,5.8,74.8,0.3,2.3,3.9,110.0,0.002,0.047,0.8,0.005
6.4,12.2,3.3,56.5,0.0,3.4,6.6,70.0,0.015,0.022,0.5,0.004
5.2,11.0,1.1,50.1,0.0,2.6,6.4,70.0,0.012,0.033,0.5,0.004
5.2,12.2,0.9,50.5,0.0,1.4,3.3,20.0,0.005,0.043,0.7,0.005
5.0,6.4,2.6,75.6,2.5,2.2,3.8,50.0,0.002,0.042,0.7,0.004
4.7,8.2,2.0,69.8,0.1,2.8,6.3,290.0,0.008,0.033,0.7,0.005
-1.0,2.8,-5.0,50.9,0.0,3.9,6.6,360.0,0.016,0.015,0.4,0.005
-4.6,-0.4,-7.4,43.4,0.0,2.7,5.3,340.0,0.011,0.018,0.4,0.004
-3.3,-1.0,-7.0,61.9,0.0,2.2,4.0,110.0,0.002,0.038,0.7,0.004
-0.1,6.8,-4.6,66.3,0.0,1.7,3.0,90.0,0.004,0.041,0.7,0.004
1.5,6.0,-3.4,56.9,0.0,1.5,2.9,90.0,0.003,0.041,0.7,0.005
2.2,5.0,-0.2,76.0,2.0,2.5,4.4,110.0,0.002,0.041,0.7,0.004
3.1,7.7,-1.5,67.9,0.0,2.4,4.3,90.0,0.004,0.037,0.6,0.004
5.9,10.6,2.9,59.6,0.4,2.1,4.2,50.0,0.003,0.047,0.7,0.004
1.5,5.3,-1.6,67.5,0.0,2.3,4.8,290.0,0.007,0.04,0.9,0.005
-0.8,3.7,-4.9,46.3,0.0,2.0,4.2,270.0,0.011,0.03,0.5,0.005
0.9,4.7,-3.2,73.3,0.7,2.4,5.2,360.0,0.009,0.036,0.7,0.005
-5.7,-1.0,-8.9,39.0,0.0,2.9,5.2,20.0,0.013,0.02,0.4,0.004
-5.7,-1.0,-9.5,38.4,0.0,2.3,5.5,70.0,0.008,0.031,0.5,0.004
-3.2,2.9,-8.7,47.6,0.0,1.4,3.2,110.0,0.002,0.052,1.0,0.004
2.0,5.3,-2.5,54.4,0.0,3.1,5.1,50.0,0.003,0.024,0.6,0.004
-2.7,1.5,-4.8,39.4,0.0,2.3,4.6,360.0,0.006,0.024,0.4,0.004
-1.7,1.7,-4.9,54.3,0.0,1.8,3.8,320.0,0.004,0.044,0.7,0.005
-3.4,1.4,-5.9,51.8,0.0,2.5,5.2,340.0,0.009,0.031,0.6,0.005
-3.3,1.0,-6.9,49.8,0.0,2.0,5.9,50.0,0.008,0.034,0.6,0.005
-2.1,2.4,-6.2,57.1,0.0,2.1,5.3,50.0,0.006,0.038,0.6,0.005
0.3,3.8,-2.7,42.3,0.0,2.6,5.1,70.0,0.013,0.027,0.5,0.005
-3.8,0.9,-6.5,38.3,0.0,2.8,5.0,20.0,0.009,0.032,0.6,0.005
-5.2,0.7,-9.1,46.0,0.0,2.5,5.1,360.0,0.007,0.039,0.6,0.005
-4.5,0.1,-8.2,63.0,0.4,2.0,4.9,320.0,0.008,0.036,0.6,0.006
-3.4,1.3,-8.4,52.1,0.0,1.7,4.7,230.0,0.007,0.041,0.6,0.006
-0.4,5.3,-4.3,52.3,0.0,1.8,3.4,140.0,0.004,0.053,0.8,0.007
-0.2,2.8,-2.1,68.0,0.1,2.9,4.2,90.0,0.005,0.042,0.7,0.006
1.7,5.4,-0.7,64.0,0.0,2.4,4.0,90.0,0.007,0.042,0.7,0.006
-6.3,0.4,-12.3,59.8,0.2,4.8,8.5,340.0,0.014,0.025,0.6,0.005
-12.8,-8.9,-15.1,45.9,0.0,5.4,9.0,340.0,0.017,0.015,0.4,0.005
-10.5,-5.2,-14.5,43.6,0.0,1.8,3.7,320.0,0.006,0.04,0.6,0.005
-7.1,-2.3,-10.2,44.3,0.0,1.8,4.0,290.0,0.005,0.044,0.7,0.005
-7.6,-3.8,-11.1,40.5,0.0,2.6,5.3,340.0,0.006,0.044,0.8,0.006
-11.5,-8.3,-16.0,42.0,0.0,4.0,7.5,340.0,0.018,0.015,0.4,0.005
-14.4,-10.5,-18.0,48.5,0.0,3.2,5.4,340.0,0.016,0.017,0.5,0.006
-9.4,-3.4,-14.3,47.1,0.0,1.9,4.1,360.0,0.008,0.039,0.7,0.005
-3.3,1.7,-8.5,64.5,0.3,2.3,5.4,290.0,0.003,0.058,0.9,0.006
-1.1,4.3,-4.7,56.3,0.0,2.0,4.5,320.0,0.006,0.057,0.9,0.007
-0.5,3.5,-5.6,51.5,0.0,1.6,3.4,110.0,0.004,0.053,0.8,0.006
1.9,5.4,-1.4,43.6,0.0,2.3,4.4,90.0,0.013,0.031,0.5,0.006
0.6,5.2,-2.5,59.5,0.0,2.0,4.0,340.0,0.007,0.042,0.7,0.005
-3.9,0.3,-6.5,34.0,0.0,3.2,4.9,340.0,0.015,0.026,0.5,0.005
-6.0,-1.0,-9.1,36.0,0.0,3.0,5.0,360.0,0.014,0.029,0.5,0.005
-5.3,0.9,-10.0,41.8,0.0,2.2,4.4,290.0,0.008,0.045,0.7,0.006
-2.4,4.0,-8.3,49.6,0.0,1.9,4.8,320.0,0.006,0.059,0.9,0.006
-0.7,3.9,-4.0,50.1,0.0,2.4,6.1,340.0,0.01,0.053,1.0,0.006
-2.2,3.4,-6.8,39.4,0.0,2.5,5.4,340.0,0.011,0.041,0.6,0.006
-3.1,2.0,-6.2,38.6,0.0,2.9,4.9,340.0,0.015,0.033,0.6,0.007
-2.9,3.5,-8.3,46.5,0.0,2.0,4.3,340.0,0.008,0.041,0.7,0.005
1.3,5.5,-4.3,62.1,0.0,3.1,7.4,290.0,0.018,0.033,0.7,0.006
0.3,5.5,-3.9,52.5,0.0,3.0,6.3,340.0,0.021,0.021,0.5,0.006
2.7,10.7,-4.3,38.5,0.0,1.6,3.3,110.0,0.007,0.043,0.7,0.005
8.1,13.5,1.6,29.3,0.1,3.5,5.2,110.0,0.009,0.043,0.6,0.005
8.4,10.0,6.8,95.3,18.0,3.2,6.2,90.0,0.01,0.039,0.6,0.005
11.0,14.4,5.8,95.0,21.0,3.3,6.9,270.0,0.004,0.034,0.6,0.005
-2.6,5.8,-6.8,73.1,2.5,4.6,6.5,290.0,0.016,0.016,0.4,0.004
-5.8,-2.3,-10.0,48.4,0.0,4.0,6.2,360.0,0.019,0.018,0.4,0.004
-2.7,1.1,-6.7,65.6,0.8,2.7,5.9,340.0,0.014,0.029,0.5,0.004
0.0,5.4,-5.2,53.9,0.0,2.3,5.7,270.0,0.008,0.041,0.6,0.004
3.5,7.8,-1.4,66.4,0.0,3.2,7.6,250.0,0.014,0.039,0.6,0.004
2.3,4.4,0.1,56.4,0.0,1.7,4.1,320.0,0.005,0.048,0.9,0.006
1.3,6.3,-2.5,37.1,0.0,2.9,6.3,340.0,0.014,0.03,0.6,0.005
-0.6,4.4,-4.2,36.4,0.0,2.9,6.1,320.0,0.021,0.019,0.4,0.004
1.1,4.2,-2.2,36.6,0.0,1.9,4.0,320.0,0.006,0.045,0.6,0.004
0.7,4.5,-4.5,56.0,0.9,3.2,7.4,360.0,0.015,0.032,0.6,0.004
-3.0,2.2,-6.8,42.0,0.0,2.9,5.1,360.0,0.016,0.027,0.5,0.004
-0.2,5.7,-5.8,49.9,0.0,2.7,6.9,270.0,0.013,0.036,0.6,0.005
2.2,7.5,-3.2,41.3,0.0,2.2,4.8,290.0,0.016,0.036,0.6,0.005
3.3,8.1,0.5,57.6,0.2,2.0,4.6,320.0,0.012,0.041,0.6,0.005
0.7,6.9,-2.6,65.5,4.1,2.1,5.3,50.0,0.011,0.039,0.6,0.004
-3.8,-1.1,-5.9,48.6,0.0,4.0,6.1,340.0,0.022,0.018,0.4,0.004
-2.7,2.1,-7.5,47.3,0.0,2.5,5.2,320.0,0.018,0.027,0.4,0.003
3.1,8.1,-2.2,67.9,0.0,2.9,7.1,270.0,0.015,0.036,0.5,0.004
8.1,13.9,4.4,65.1,0.0,1.9,4.0,160.0,0.014,0.042,0.5,0.004
13.2,20.3,6.4,55.3,0.1,2.7,4.3,110.0,0.014,0.04,0.5,0.004
11.3,13.5,9.1,91.3,40.0,2.6,6.0,340.0,0.012,0.026,0.5,0.003
7.9,12.9,4.3,51.0,0.2,2.8,5.6,340.0,0.016,0.024,0.5,0.004
8.1,12.2,4.8,36.9,0.0,2.0,3.6,110.0,0.005,0.047,0.6,0.004
2.7,7.0,-1.4,40.4,0.0,3.1,6.1,340.0,0.02,0.021,0.4,0.004
0.3,5.3,-2.7,37.5,0.0,3.5,5.7,340.0,0.021,0.016,0.4,0.004
-1.1,3.1,-4.3,37.8,0.0,3.2,6.5,340.0,0.023,0.015,0.4,0.004
-0.5,4.6,-5.5,43.8,0.0,2.6,5.5,340.0,0.02,0.024,0.4,0.004
2.0,6.4,-3.3,55.6,0.0,2.5,5.6,250.0,0.016,0.034,0.5,0.004
3.7,6.5,1.9,68.1,0.1,1.6,3.6,320.0,0.014,0.04,0.6,0.005
4.7,9.6,1.3,57.0,0.0,2.6,4.9,340.0,0.02,0.031,0.6,0.004
5.2,12.4,-1.0,43.4,0.0,2.2,5.0,290.0,0.01,0.055,0.7,0.005
7.5,13.8,2.7,45.1,0.0,2.0,5.0,340.0,0.013,0.06,0.7,0.007
9.3,14.7,2.0,40.9,0.0,1.4,3.2,320.0,0.005,0.074,0.8,0.007
13.4,20.1,8.8,50.0,0.0,2.4,5.0,360.0,0.013,0.055,0.7,0.006
11.4,18.1,6.6,58.3,0.0,2.5,4.8,340.0,0.024,0.033,0.6,0.004
10.6,17.5,4.9,54.0,0.0,2.2,4.6,320.0,0.018,0.042,0.7,0.005
9.9,16.1,5.5,54.1,0.0,2.2,5.4,320.0,0.015,0.051,0.7,0.006
8.0,13.8,3.5,58.1,0.0,2.5,5.0,320.0,0.02,0.047,0.6,0.005
8.2,13.8,3.8,49.6,0.0,2.9,5.9,340.0,0.026,0.028,0.5,0.004
7.2,12.7,1.6,36.5,0.0,2.4,5.4,320.0,0.023,0.026,0.4,0.004
7.1,12.6,2.1,43.9,0.0,2.2,4.4,250.0,0.017,0.043,0.5,0.004
6.5,12.6,2.1,54.5,0.0,2.2,4.7,320.0,0.017,0.046,0.6,0.004
7.2,13.1,2.2,55.6,0.0,2.6,6.4,320.0,0.024,0.04,0.6,0.005
9.8,17.4,2.3,47.8,0.0,2.0,4.4,270.0,0.022,0.052,0.6,0.007
11.3,17.1,7.6,57.8,0.1,3.2,6.6,250.0,0.039,0.032,0.6,0.006
11.5,18.3,7.0,49.9,0.0,2.2,4.9,290.0,0.022,0.04,0.6,0.005
13.5,21.4,6.0,27.0,0.0,2.1,4.0,320.0,0.013,0.053,0.5,0.005
15.3,23.8,7.3,26.0,0.0,2.0,5.3,340.0,0.015,0.061,0.6,0.006
15.0,21.7,9.6,40.8,0.0,2.3,5.6,320.0,0.028,0.05,0.6,0.006
10.7,12.7,8.2,75.1,2.0,1.7,5.4,20.0,0.024,0.025,0.5,0.003
12.3,19.8,5.1,42.6,0.0,2.2,4.7,320.0,0.016,0.03,0.4,0.004
11.4,18.1,5.9,45.1,0.0,2.5,6.2,290.0,0.02,0.041,0.5,0.005
14.4,22.9,6.6,44.3,3.0,1.9,4.2,250.0,0.023,0.044,0.6,0.006
14.1,20.6,10.5,69.5,7.5,3.0,6.2,320.0,0.028,0.028,0.4,0.004
11.1,18.7,7.8,76.1,0.0,2.5,6.1,320.0,0.021,0.037,0.5,0.004
10.7,14.1,7.4,83.9,0.0,1.8,3.5,340.0,0.011,0.048,0.8,0.004
13.4,20.7,9.3,71.3,0.0,2.1,6.1,320.0,0.025,0.032,0.8,0.005
12.5,19.4,5.7,43.8,0.0,2.4,5.0,110.0,0.023,0.038,0.4,0.004
14.1,19.4,10.3,42.6,0.0,2.3,5.1,320.0,0.025,0.031,0.5,0.004
15.6,21.4,11.4,67.5,1.0,1.7,3.6,320.0,0.017,0.042,0.5,0.004
12.4,18.6,9.3,75.9,0.0,2.6,4.9,320.0,0.011,0.048,0.6,0.004
15.0,23.1,8.1,46.4,0.0,2.6,5.6,320.0,0.025,0.038,0.5,0.004
14.9,20.7,9.8,58.9,23.5,2.9,7.3,110.0,0.025,0.037,0.5,0.004
10.8,14.5,8.3,66.8,20.5,4.7,8.0,320.0,0.032,0.015,0.5,0.003
11.2,18.6,7.1,65.4,1.5,3.1,7.6,270.0,0.028,0.025,0.5,0.004
12.0,19.2,6.5,55.1,0.0,2.2,5.1,320.0,0.023,0.034,0.5,0.004
14.3,20.9,10.1,54.0,0.5,2.1,5.5,250.0,0.016,0.045,0.5,0.004
13.5,16.9,10.3,87.6,17.0,2.8,5.2,110.0,0.024,0.03,0.4,0.003
13.5,18.6,10.1,83.4,0.0,2.6,5.8,320.0,0.029,0.028,0.6,0.003
13.5,19.8,7.8,52.1,0.0,2.1,5.1,340.0,0.02,0.032,0.5,0.003
15.5,23.7,8.1,39.6,0.0,1.9,5.6,320.0,0.023,0.032,0.5,0.003
17.2,25.3,10.2,34.8,0.0,1.7,4.6,340.0,0.017,0.051,0.5,0.004
21.1,29.6,12.1,34.8,0.0,2.0,4.7,110.0,0.032,0.035,0.5,0.004
17.2,20.7,14.5,32.0,0.0,3.6,5.4,110.0,0.042,0.014,0.3,0.003
17.2,23.0,12.4,34.4,0.0,2.0,4.4,290.0,0.031,0.031,0.4,0.004
16.2,22.6,10.9,47.6,0.3,2.5,4.9,320.0,0.035,0.029,0.4,0.004
15.9,20.4,10.8,45.3,0.0,2.8,6.5,270.0,0.047,0.028,0.6,0.006
18.8,26.0,12.2,40.5,0.0,2.2,5.2,290.0,0.037,0.026,0.5,0.004
21.1,28.4,16.5,64.5,16.5,2.2,4.6,200.0,0.022,0.031,0.5,0.004
12.9,17.6,8.9,86.1,27.0,4.9,8.7,270.0,0.022,0.013,0.3,0.003
15.7,20.6,10.2,46.6,0.0,5.1,8.5,320.0,0.032,0.017,0.3,0.003
18.9,26.9,10.2,50.8,7.5,1.7,4.0,250.0,0.024,0.036,0.5,0.004
16.3,18.6,13.0,89.3,9.5,2.0,4.7,290.0,0.011,0.038,0.5,0.003
16.5,22.6,10.7,60.3,0.0,2.6,5.7,340.0,0.021,0.027,0.5,0.004
19.4,26.8,11.6,44.8,0.0,2.1,5.4,270.0,0.029,0.025,0.4,0.004
20.2,25.4,16.3,43.0,0.0,2.0,5.2,320.0,0.027,0.035,0.5,0.004
14.5,18.1,12.5,82.4,13.5,2.3,5.0,50.0,0.031,0.019,0.4,0.003
16.4,23.5,10.4,60.9,0.0,2.0,5.3,290.0,0.022,0.03,0.4,0.003
17.8,24.0,12.1,62.4,0.0,2.7,5.6,250.0,0.026,0.031,0.4,0.004
18.6,25.4,12.7,57.0,0.5,2.1,4.8,230.0,0.036,0.022,0.5,0.003
20.2,26.9,15.1,47.1,0.0,2.3,5.6,270.0,0.031,0.026,0.4,0.004
17.4,24.2,12.3,73.9,45.0,2.7,6.2,230.0,0.027,0.023,0.4,0.003
15.9,21.9,10.8,57.0,2.5,3.2,6.1,250.0,0.032,0.022,0.4,0.004
19.3,26.6,10.9,48.8,0.0,1.9,3.9,270.0,0.029,0.046,0.6,0.006
22.3,29.5,13.5,40.3,0.0,1.9,4.6,290.0,0.025,0.049,0.6,0.004
24.3,31.9,16.3,36.4,0.0,1.6,4.5,270.0,0.028,0.038,0.4,0.004
24.0,31.6,16.8,32.0,0.0,1.8,4.3,270.0,0.028,0.044,0.4,0.004
24.1,30.4,17.8,23.8,0.0,2.0,3.5,110.0,0.034,0.031,0.4,0.003
24.7,31.7,17.6,35.0,0.0,1.9,3.6,290.0,0.038,0.031,0.4,0.004
23.3,29.4,18.3,43.0,0.0,2.1,4.8,250.0,0.038,0.038,0.5,0.004
16.8,21.8,15.4,82.6,38.5,2.6,6.0,200.0,0.032,0.024,0.4,0.003
19.7,24.4,15.3,67.9,0.0,2.7,4.7,200.0,0.04,0.024,0.6,0.004
19.4,22.9,17.5,72.0,0.0,1.8,4.3,230.0,0.029,0.041,0.7,0.005
20.9,27.1,14.8,61.3,0.0,1.7,3.8,270.0,0.027,0.039,0.6,0.004
21.7,28.0,17.2,56.1,0.0,2.1,4.5,270.0,0.029,0.044,0.6,0.005
21.5,27.6,17.2,56.1,0.0,2.3,5.2,270.0,0.032,0.039,0.6,0.006
22.1,28.9,16.9,57.3,0.0,2.4,6.0,270.0,0.038,0.038,0.6,0.005
21.6,27.6,17.4,63.6,0.0,2.5,5.3,270.0,0.036,0.031,0.6,0.005
23.3,29.9,17.1,45.8,0.0,2.1,4.6,90.0,0.031,0.023,0.4,0.004
23.2,29.1,17.2,38.3,0.0,2.4,4.6,270.0,0.027,0.031,0.4,0.004
22.2,27.7,17.6,48.1,0.0,2.2,4.8,290.0,0.034,0.041,0.4,0.005
21.2,26.3,18.2,51.8,0.0,1.6,4.0,200.0,0.024,0.042,0.5,0.004
24.7,32.2,17.3,47.3,0.0,1.7,4.4,270.0,0.038,0.026,0.4,0.004
23.3,28.4,20.8,49.1,0.0,2.3,3.8,160.0,0.04,0.013,0.3,0.004
21.7,25.9,19.6,69.5,0.1,1.7,4.6,270.0,0.025,0.034,0.4,0.004
22.1,27.7,18.2,65.9,0.0,2.3,4.7,270.0,0.019,0.035,0.4,0.004
24.1,31.3,17.8,59.5,0.0,2.0,4.8,250.0,0.023,0.04,0.5,0.004
24.6,31.3,20.2,60.9,0.0,2.2,5.5,290.0,0.028,0.046,0.5,0.005
23.5,26.5,20.9,74.3,3.0,1.7,3.9,250.0,0.017,0.027,0.4,0.004
23.5,26.7,19.9,79.4,1.5,2.1,4.0,270.0,0.016,0.022,0.4,0.004
23.5,29.6,19.4,70.5,0.0,2.4,5.0,270.0,0.024,0.035,0.6,0.004
23.8,29.5,19.7,62.5,0.0,2.1,5.2,270.0,0.029,0.038,0.5,0.005
20.9,24.5,17.4,81.8,15.5,2.7,5.3,200.0,0.021,0.029,0.4,0.004
20.9,24.9,18.6,73.5,0.0,2.8,5.5,270.0,0.034,0.022,0.4,0.004
23.8,29.1,18.6,63.1,0.0,2.5,5.1,270.0,0.045,0.024,0.5,0.005
24.5,29.9,20.1,58.0,0.0,1.8,6.0,290.0,0.035,0.036,0.6,0.005
24.1,29.3,20.3,64.5,0.0,1.9,5.3,290.0,0.03,0.027,0.5,0.004
24.7,30.7,19.6,66.0,0.0,1.7,3.6,290.0,0.03,0.037,0.5,0.004
26.0,31.3,21.0,60.1,0.0,1.7,4.3,290.0,0.038,0.046,0.5,0.004
24.3,30.2,20.9,75.1,30.5,2.0,6.8,340.0,0.031,0.037,0.5,0.004
24.7,29.4,19.6,71.0,0.1,2.1,6.3,290.0,0.029,0.032,0.5,0.004
23.1,25.7,21.1,75.8,3.5,2.0,5.3,270.0,0.027,0.029,0.4,0.004
22.8,26.7,19.2,63.1,0.0,2.8,5.9,270.0,0.031,0.025,0.4,0.004
24.4,30.3,19.4,58.4,0.0,2.7,5.2,270.0,0.032,0.023,0.4,0.004
24.4,29.5,19.9,55.5,0.0,1.6,4.3,270.0,0.025,0.038,0.4,0.005
24.7,29.7,20.4,61.1,0.0,1.8,4.4,270.0,0.032,0.04,0.5,0.004
25.3,30.2,20.9,58.0,0.0,2.2,4.7,160.0,0.031,0.031,0.4,0.004
24.6,26.9,23.0,78.1,0.2,2.8,5.0,200.0,0.022,0.024,0.4,0.003
24.0,26.6,22.0,86.5,108.5,2.3,4.8,200.0,0.011,0.028,0.3,0.003
23.5,27.7,20.6,81.4,4.0,2.4,4.1,290.0,0.02,0.026,0.3,0.003
23.5,26.8,21.1,70.4,0.0,1.6,3.3,160.0,0.031,0.02,0.4,0.004
21.8,24.1,20.2,85.1,29.5,3.0,5.8,70.0,0.017,0.025,0.3,0.003
23.1,24.8,20.2,93.6,100.5,2.8,5.6,50.0,0.007,0.026,0.3,0.003
22.9,26.9,20.3,74.0,0.0,1.9,3.7,180.0,0.015,0.031,0.4,0.004
24.0,28.5,20.1,71.6,0.0,1.3,3.5,200.0,0.018,0.04,0.5,0.004
27.3,32.4,21.2,66.5,0.0,1.8,4.1,320.0,0.03,0.032,0.5,0.004
27.7,32.7,23.2,64.8,0.0,2.0,4.8,270.0,0.022,0.031,0.4,0.004
27.9,33.1,23.2,64.4,0.0,1.8,3.8,250.0,0.026,0.036,0.5,0.004
28.4,33.4,24.8,67.4,0.0,1.7,4.4,320.0,0.039,0.035,0.5,0.004
26.3,30.9,22.1,65.5,3.0,2.1,4.6,270.0,0.023,0.035,0.5,0.005
26.3,29.5,23.2,69.0,0.0,2.1,4.2,290.0,0.01,0.033,0.4,0.004
27.5,32.4,24.0,66.9,0.1,2.1,3.8,50.0,0.025,0.021,0.3,0.004
26.2,29.2,23.7,60.0,1.5,2.6,4.7,50.0,0.022,0.019,0.3,0.003
20.8,23.8,19.8,92.8,46.5,3.5,5.7,70.0,0.017,0.017,0.3,0.003
21.7,23.1,20.4,82.9,2.5,2.6,5.7,200.0,0.016,0.02,0.3,0.004
24.4,28.4,20.7,75.1,0.2,1.5,3.7,270.0,0.012,0.032,0.4,0.004
27.1,32.4,20.9,65.5,0.0,1.5,3.3,250.0,0.025,0.029,0.4,0.004
28.6,32.9,24.0,62.5,0.0,1.9,3.5,50.0,0.032,0.023,0.4,0.003
28.3,32.2,24.9,61.3,0.0,2.2,3.6,90.0,0.031,0.022,0.4,0.004
29.1,34.1,25.3,64.0,0.0,2.2,4.0,140.0,0.031,0.026,0.3,0.004
28.7,31.6,27.2,70.4,0.5,1.9,4.0,180.0,0.026,0.031,0.4,0.004
28.0,30.1,27.0,77.9,0.5,2.0,3.4,200.0,0.009,0.034,0.4,0.003
28.4,31.4,26.4,75.3,0.0,1.9,4.2,250.0,0.012,0.036,0.3,0.004
28.4,31.9,25.6,69.0,0.0,2.6,5.2,200.0,0.011,0.028,0.3,0.004
27.6,28.9,26.7,76.4,0.5,3.2,6.1,200.0,0.011,0.029,0.4,0.004
28.0,30.5,26.7,70.6,0.2,2.8,5.1,250.0,0.031,0.03,0.5,0.004
26.3,28.4,23.4,82.3,59.5,1.6,3.6,160.0,0.014,0.041,0.5,0.004
28.6,33.0,26.4,73.5,0.5,2.1,3.8,290.0,0.022,0.036,0.4,0.004
28.9,32.8,26.6,72.1,0.2,1.6,6.0,290.0,0.018,0.032,0.4,0.004
28.4,32.4,25.8,72.0,0.0,1.6,4.7,270.0,0.014,0.035,0.4,0.004
27.2,31.1,25.0,72.5,2.0,1.2,6.3,200.0,0.012,0.032,0.3,0.003
29.1,34.2,24.0,65.4,0.0,1.6,3.2,270.0,0.023,0.033,0.3,0.004
30.7,35.7,26.0,59.6,0.0,1.6,3.4,290.0,0.021,0.034,0.4,0.004
31.2,36.0,26.5,60.1,0.0,1.8,3.8,290.0,0.023,0.037,0.4,0.004
30.5,34.0,26.6,64.8,0.0,1.7,4.3,320.0,0.038,0.044,0.5,0.004
30.6,35.0,27.0,56.0,0.0,1.9,3.9,250.0,0.031,0.036,0.4,0.004
30.5,35.5,26.4,63.1,0.0,1.8,4.3,340.0,0.024,0.036,0.4,0.004
29.3,33.6,26.4,68.3,1.0,1.9,5.0,270.0,0.031,0.033,0.4,0.003
29.4,34.8,26.1,66.3,0.0,1.9,4.0,200.0,0.031,0.043,0.5,0.005
30.5,36.4,26.1,64.1,0.0,2.0,4.4,290.0,0.025,0.035,0.4,0.004
30.4,35.9,26.4,68.3,0.0,2.0,4.1,270.0,0.022,0.038,0.4,0.004
30.2,35.1,26.8,67.9,0.0,2.4,4.6,270.0,0.017,0.031,0.3,0.004
28.9,31.8,27.3,74.0,0.2,1.9,4.9,320.0,0.012,0.028,0.3,0.004
29.1,34.0,25.8,65.5,0.0,1.9,4.5,290.0,0.024,0.03,0.4,0.004
29.3,34.9,26.2,64.9,0.5,1.6,5.5,290.0,0.032,0.039,0.5,0.004
29.9,34.7,25.1,60.4,0.0,1.9,4.3,290.0,0.031,0.036,0.4,0.004
29.9,34.3,26.2,61.9,0.0,1.6,3.3,320.0,0.036,0.041,0.5,0.004
28.9,33.2,26.6,69.5,11.5,1.4,3.5,50.0,0.035,0.036,0.5,0.004
30.1,34.9,26.5,59.0,0.0,1.7,3.6,290.0,0.032,0.026,0.4,0.004
30.7,36.6,26.9,57.5,0.0,2.1,4.2,340.0,0.034,0.024,0.3,0.004
30.7,36.3,25.8,58.0,0.4,2.1,4.5,320.0,0.035,0.03,0.4,0.004
28.3,33.0,26.0,68.8,8.0,2.1,4.5,270.0,0.027,0.037,0.4,0.004
29.1,32.9,26.4,59.1,0.0,1.8,3.5,270.0,0.031,0.038,0.4,0.004
27.1,32.2,24.0,70.4,4.5,1.9,5.3,290.0,0.022,0.037,0.4,0.004
23.0,28.2,19.5,57.0,20.0,3.6,7.3,70.0,0.026,0.017,0.3,0.003
